iteration,rmse_tot,mape_tot
0,4.8407436559333945,46.496925354003906
1,4.754862770654867,51.00289535522461
2,4.621468662945467,42.2740592956543
3,4.577192560670326,40.628684997558594
4,4.758929032996235,47.78139877319336
5,4.9322863603213,42.5849723815918
6,4.6628331361357445,47.98860168457031
7,4.553397709457526,46.325096130371094
8,4.560886302858944,45.77885055541992
9,4.577043547620321,43.86847686767578
