iteration,rmse_tot,mape_tot
0,16.010402629146782,5253.98095703125
1,15.886383145577392,5133.619140625
2,15.79812701020427,5143.2734375
3,15.565769540164455,5296.96533203125
4,15.822171290811262,5220.490234375
5,15.422830663279438,5479.64404296875
6,15.474960918404191,5404.51318359375
7,15.408218314015377,5542.775390625
8,15.840362600626232,5273.490234375
9,15.423218922542583,5492.60498046875
